"cons_12m","cons_gas_12m","cons_last_month","no_consumption","churn","days_active","days_since_last_modification","forecast_cons_12m","forecast_cons_year","forecast_discount_energy","has_gas","margin_net_pow_ele","nb_prod_act","net_margin","pow_max","channel_sales"
7262,0,667,0,0,1460,424,623.98,667,0,0,1.7,1,88.33,35,"3"
73731,0,6369,0,0,1461,1096,220.73,140,0,0,21.48,1,23.67,10.39,"5"
215,0,37,0,0,1827,1464,32.46,37,0,0,21.09,1,3.7,10.392,"8"
10056,0,0,1,0,2557,65,984.21,0,0,0,12.57,1,70.69,10.35,"1"
0,3556,0,1,0,2888,2523,0,0,0,1,0.12,2,0,95,"1"
6620,5073,0,1,0,1461,48,943.25,0,0,1,22.02,2,111.07,11.951,"5"
20191,0,0,1,0,2557,27,486.96,0,0,0,27.48,1,62.14,16.5,"6"
8378,0,0,1,0,3619,3254,0,0,0,0,33.12,1,121.85,13.2,"1"
924,0,0,1,0,2192,1827,138.4,0,0,0,16.44,1,13.26,13.856,"1"
61986,36831,5225,0,0,2370,2012,963.75,878,0,1,22.52,2,78.64,13.856,"1"
3076,0,518,0,0,2557,2192,387.88,518,0,0,13.4,1,31.86,13.856,"1"
6335,0,0,1,0,1401,146,914.9,0,0,0,308,1,335.84,13.86,"5"
52331,0,7502,0,0,2192,1827,1279.08,1075,0,0,27.37,1,134.48,12,"6"
3268,0,577,0,0,1461,28,329.54,577,0,0,30.65,1,39.99,17.32,"5"
13439,0,0,1,0,1461,1097,1970.4,0,0,0,31.2,1,174.6,13.856,"3"
15056,0,1463,0,0,1096,739,1508.64,1463,0,0,36.22,1,141.79,20,"3"
25251,0,701,0,0,1461,45,2618.9,701,0,0,3.42,1,311.71,18,"5"
666757,16450,31409,0,0,2192,1827,3964.8,3924,0,1,12.36,2,426.05,19.8,"6"
13203,0,0,1,0,2557,52,1517.2,0,0,0,12.57,1,112.72,10.35,"6"
13951,0,0,1,0,2501,308,1607.14,0,0,0,13.1,1,77.31,10.392,"1"
103748,0,1273,0,0,1969,414,1326.05,1268,0,0,0,1,130.58,17.321,"5"
8785,0,286,0,1,1461,63,1316.72,286,0,0,26.04,1,140.21,10.392,"5"
57735,0,4197,0,0,2422,735,5745.9,4197,0,0,38.35,1,470.74,80,"5"
13891,0,4318,0,0,1071,370,1814.46,4318,0,0,28.45,1,169.68,13.856,"5"
78950,0,0,1,0,1349,32,9094.39,0,26,0,112.16,1,461.43,55,"5"
52587,0,4361,0,0,1489,42,1840.95,0,0,0,17.45,1,150.98,13.85,"5"
14004,0,0,1,1,1096,42225,1650.5,0,0,0,23.4,1,158.28,10.39,"5"
82290,0,4651,0,0,2192,1827,8222.54,4651,0,0,10.38,1,912.16,27.713,"5"
1451,0,1231,0,0,2192,1827,216.06,1231,0,0,31.53,1,15.72,13.8,"1"
46085,0,8260,0,1,2557,569,4379.38,8260,0,0,1.32,2,518.65,33,"1"
43167,0,3239,0,0,1827,5,4226.97,3239,0,0,45.24,1,534.36,42.6,"1"
11660,0,1362,0,0,2192,1829,1173.29,1362,0,0,21.05,1,129.96,19.8,"5"
44650,0,3086,0,0,1827,14,4540.5,3086,0,0,71.88,1,585.63,48,"8"
7412,0,682,0,0,1461,613,757.9,682,0,0,37.33,1,98.66,27.6,"5"
2950,0,0,1,0,1827,1463,441.27,0,0,0,16.92,1,40.7,10.392,"8"
152100,5401,9646,0,0,2046,732,557.62,204,0,1,9.84,3,54.62,13.15,"5"
3765,0,0,1,0,2191,308,567.33,0,0,0,33.12,1,59.71,13.2,"1"
2013,0,0,1,0,1461,285,301.18,0,0,0,34.68,1,27,13.856,"3"
7950,0,1100,0,0,2557,2192,856.81,1100,0,0,20,1,94.01,15.01,"1"
7973,11671,453,0,0,1197,384,1205.95,453,0,1,22.02,2,96.41,11.951,"8"
85251,0,9443,0,0,1461,641,8573.21,9443,0,0,13.5,1,862.43,36,"5"
18625,0,3286,0,0,1495,366,254.19,253,0,0,5.52,1,21,10.392,"5"
11706,0,0,1,0,1461,1096,1013.15,0,0,0,27.32,1,101.88,13.2,"5"
21851,0,4540,0,0,2557,2192,1275.17,2888,0,0,15.2,1,117.39,13.856,"1"
25602,0,2626,0,0,1827,46,2632.37,2626,0,0,20.4,1,296.02,26.4,"5"
4850,0,0,1,0,2557,2194,722.61,0,0,0,18.62,1,67.27,13.2,"5"
61475,0,0,1,0,2557,2192,514.97,0,0,0,21.78,1,49.52,13.2,"5"
8283,8903,252,0,0,2192,118,975.61,0,0,1,19.56,2,84.43,13.856,"8"
214631,0,27910,0,1,2192,1843,1239.62,0,0,0,23.76,1,113.73,10.392,"6"
17774,0,3582,0,0,2192,69,2591.99,3582,0,0,17.45,1,207.53,13.856,"5"
28778,0,0,1,0,2557,2195,4237.6,0,0,0,19.28,1,369.07,13.2,"1"
8283,3911,466,0,0,1461,639,737.38,0,0,1,20.34,2,73.5,14.49,"5"
124728,0,23896,0,0,2188,216,12179.38,23457,0,0,8.82,1,756.39,71,"6"
9729,0,0,1,0,1461,1096,597.75,0,0,0,24.42,1,55.73,13.2,"5"
2073,18354,1328,0,0,2076,368,197.01,1328,0,1,23.76,2,26.41,10.392,"1"
4614,0,708,0,0,1489,1124,675.72,708,0,0,23.76,1,54.06,10.392,"3"
42244,13154,160,0,0,2557,2192,3469.27,160,0,1,16.72,4,410.68,50,"5"
30836,14247,2628,0,0,2557,2193,3154.77,2628,0,1,18.72,2,346.5,30,"1"
5817,0,0,1,0,2373,180,628.19,0,30,0,33.84,2,50.8,10.392,"5"
2100,9948,0,1,0,1827,39,213.41,0,0,1,20.43,2,28.54,15.1,"5"
1483590,0,204152,0,0,1461,1097,1746.46,1368,0,0,28.44,1,210.46,19,"5"
10603,0,2003,0,0,1461,43,1561.89,2003,0,0,14.56,1,140.27,13.2,"5"
3620,0,361,0,0,2872,2514,321.26,361,0,0,0.78,1,46.13,9.9,"1"
1414,0,0,1,0,1773,502,214.08,0,0,0,79.16,1,21.54,34.641,"5"
79026,0,0,1,0,1851,23,429.91,0,0,0,13.4,1,30.11,13.85,"5"
31660,0,2897,0,0,1461,23,3297,2897,0,0,18.36,1,391.79,20,"5"
68978,0,7839,0,0,2338,377,4919.01,7839,0,0,34.86,1,411.77,150,"1"
85,0,0,1,0,2557,2192,9.85,0,0,0,12.3,1,1.01,10.35,"6"
2192,0,0,1,0,2557,2198,327.41,0,0,0,19.2,1,32.05,10.392,"1"
1847,0,0,1,0,2557,59,278.4,0,0,0,33.12,1,31.42,13.2,"5"
24655,0,0,1,0,1477,375,464.16,0,24,0,64.32,1,164.17,16.1,"5"
463174,0,36314,0,0,1461,28,4939.3,4590,0,0,10.26,1,553.54,16.45,"5"
25872,292,0,1,0,1461,626,3422.77,0,24,1,41.64,2,1343.23,13.856,"3"
5341,0,1020,0,0,1461,1097,584.41,1020,0,0,16.12,1,56.33,10.35,"8"
6022,0,0,1,0,2557,2192,906.84,0,0,0,22.89,1,82.43,13.856,"5"
104040,0,22753,0,0,1460,1095,10090.4,22753,0,0,18.24,1,777.31,110.5,"6"
36817,0,2746,0,0,2191,1827,2013.41,1517,0,0,65.16,1,212.82,43.47,"5"
4100379,0,443297,0,0,1096,42178,6680.47,11168,0,0,22.62,1,604.88,33,"5"
33885,0,7407,0,0,2191,30,3068.84,7407,0,0,15.42,1,286.74,100,"5"
49543,0,6229,0,0,2860,2496,4262.64,6229,0,0,5.08,1,363.52,40,"1"
26289,0,1453,0,0,1461,1097,796.34,0,0,0,19.2,1,80.53,10.392,"5"
152535,68977,10546,0,0,2408,59,3649.23,0,0,1,6.45,2,166.77,13.856,"6"
67065,0,0,1,0,1096,42178,9903.44,0,0,0,20.2,1,862.71,13.856,"5"
7202,0,0,1,0,1461,1097,1090.74,0,0,0,27.32,1,121.29,13.2,"5"
809,1121,167,0,0,1461,1100,121.33,167,0,1,20.36,4,13.67,12.5,"5"
1017579,187578,120936,0,0,1827,1462,3797.69,4878,0,1,21.16,2,490.28,23.1,"5"
3191,0,281,0,0,1506,70,466.07,281,0,0,12.72,1,36.97,13.15,"5"
33085,0,2557,0,0,2954,366,2966.7,2557,0,0,0.12,1,347.82,40,"1"
8603,0,908,0,0,1461,237,1281.33,908,0,0,33.12,1,135.98,13.2,"8"
71666,0,5842,0,1,1461,402,7356.69,5842,0,0,27.96,1,755.08,28,"5"
17822,0,1587,0,1,1096,23,1751.93,1587,0,0,25.8,1,224.88,17.25,"5"
5733,0,798,0,0,2557,68,830.17,798,0,0,12.36,1,75.73,10.392,"5"
1056,25750,2,0,0,1827,1462,159.55,2,0,1,25.29,4,17.93,12.5,"8"
162835,0,15453,0,0,2192,1827,5873.69,6793,0,0,41.4,1,604.72,41.5,"5"
5571,0,0,1,0,1096,731,1059.29,0,0,0,0.04,1,418.85,13.856,"5"
8409,1253,0,1,0,2110,368,1220.15,0,0,1,26.04,2,106.73,10.392,"1"
229122,0,16056,0,0,2284,496,3689,3387,0,0,3.21,1,393.58,17,"6"
12803,385233,1522,0,0,1481,54,1505.25,1278,0,1,6.15,2,105.08,13.164,"5"
141023,0,8594,0,0,2191,105,4753.76,3149,0,0,29.64,1,532.02,19.8,"5"
8751,13062,215,0,0,2612,2247,871.04,0,0,1,18.62,4,76.95,13.2,"5"
53717,0,6480,0,0,2192,1827,5383.08,6480,0,0,1.74,1,515.46,43.648,"5"
28283,0,1787,0,0,1096,42178,4162.73,1787,0,0,21.92,1,399.15,15,"5"
0,0,0,1,0,2721,2356,0,0,0,0,0,1,0,25,"1"
17546,0,200,0,0,1461,1098,1171.74,200,0,0,24.78,1,135.1,17.25,"3"
20594,0,1640,0,0,1827,1462,3022.92,1640,0,0,14.04,1,225.13,13.2,"5"
20592,0,3086,0,0,3605,3240,0,3086,0,0,24.72,1,229.58,16.5,"1"
14467,0,951,0,0,2192,1828,1258.59,951,0,0,2.08,1,134.92,16.44,"5"
12078,0,0,1,0,2557,2192,1812.72,0,0,0,16.8,1,154.3,13.856,"5"
11073,0,981,0,0,1827,1463,1640.2,981,0,0,6.72,1,147.03,14.49,"5"
78574,0,6389,0,0,1095,738,6870.98,6389,0,0,27.6,2,697.02,27.71,"5"
7045,0,0,1,0,2192,1827,743.1,0,0,0,23.76,1,76.76,10.392,"1"
1097768,241914,139447,0,0,1826,1462,19011.53,24684,0,1,8.28,2,1215.98,166,"5"
4129,0,0,1,0,1461,1096,625.35,0,0,0,25.18,1,78.01,11,"5"
815,0,0,1,0,1915,394,122.12,0,0,0,25.18,1,12.34,10.392,"3"
5631,3405,668,0,0,1473,294,1068.89,668,28,1,48.84,2,108.35,15,"8"
9514,0,1208,0,0,4749,19,969.77,1208,0,0,15.64,1,87.26,15.001,"1"
3870,0,0,1,0,1508,366,574.54,0,0,0,16.44,1,47.79,13.856,"5"
25494,0,0,1,0,1461,401,2617.8,0,0,0,1.14,1,371.36,25,"5"
55217,11066,4308,0,1,1461,35,5393.83,4308,0,1,0.86,2,396,23.1,"5"
2673,0,0,1,0,2557,46,268.12,0,0,0,9.88,1,31.33,13.164,"1"
12258,0,0,1,0,2192,1828,1401.48,0,0,0,28.34,1,127.3,13.8,"1"
5628,0,0,1,0,1096,731,842.08,0,0,0,23.56,1,94.18,11.42,"5"
7411,43797,71,0,0,2557,63,1101.74,71,0,1,29.76,2,183.22,13.2,"1"
49740,0,2801,0,0,4018,23,3622.97,2801,0,0,20.64,1,394.71,33,"1"
2971,0,0,1,0,1461,393,446.14,0,0,0,20.34,1,46.61,11,"5"
4554,0,379,0,0,1461,1102,301.33,164,0,0,24.4,1,25.76,15,"5"
1444,0,0,1,1,1095,382,225.76,0,0,0,34.1,1,24.98,13.856,"5"
685435,0,119476,0,0,1095,731,1569.76,2980,0,0,24.96,1,154.33,11.08,"5"
27260,0,0,1,0,2557,77,3241.78,0,0,0,14.04,1,178.12,13.2,"6"
169753,1711930,14112,0,0,1827,10,1510.42,1097,0,1,37.36,2,180.81,23.01,"5"
29566,0,3258,0,0,1827,1462,3175.48,3258,0,0,28.84,1,344.08,60,"1"
418,0,0,1,0,1095,17,108.8,0,0,0,140.72,1,51.35,11.5,"5"
8091,0,0,1,0,2191,307,1218.22,0,0,0,33.12,1,125.89,13.2,"5"
543878,1455551,63993,0,0,2192,1827,0,0,0,1,10.08,2,0,10.392,"6"
524,0,74,0,1,2192,55,85.57,74,0,0,13.4,1,12.31,13.856,"5"
99371,0,9625,0,0,2555,2191,8852.51,9625,0,0,0,1,681.84,24,"1"
5483,0,488,0,0,1461,87,556.41,488,0,0,23.4,1,70.5,20.785,"5"
5984,0,538,0,0,2249,1884,588.35,538,0,0,46.98,1,59.33,20.7,"6"
8070,0,0,1,0,2557,64,1222.63,0,0,0,6.92,1,123.43,10.392,"5"
341705,0,49962,0,0,1827,1462,5747.54,6811,0,0,5.58,1,434.36,11.95,"5"
23064,471,1824,0,0,1827,70,2876.37,1824,0,1,6.45,2,188.66,13.856,"5"
1980763,162510,210443,0,0,2093,1730,10931.7,15406,0,1,0.12,2,1252.49,34.641,"5"
5815,0,1243,0,0,1477,1115,630.06,1243,0,0,65.64,1,65.61,26.3,"5"
2268,0,187,0,0,1827,45,178.85,0,0,0,27.28,1,14.32,13.856,"5"
97289,0,0,1,0,2557,2192,482.26,0,0,0,33.12,1,51.43,13.2,"1"
16970,0,0,1,0,2557,50,2459.24,0,0,0,14.04,1,184.35,13.2,"1"
25889,0,927,0,0,1456,359,2088.17,927,30,0,37.86,1,151.07,13.85,"5"
3606,0,0,1,0,1507,34,703.52,0,30,0,25.12,2,25.29,10.392,"8"
24777,0,1719,0,0,2192,1853,1218.48,749,0,0,24.24,1,122.52,13.15,"5"
4244,3468,0,1,0,2191,315,641.08,0,0,1,26.04,3,66.14,10.392,"1"
9643,0,0,1,0,2557,2197,1419.95,0,0,0,19.28,1,138.42,13.2,"1"
48065,154721,7186,0,0,2557,206,1726.75,1707,0,1,5.64,2,203.8,29.7,"5"
18010,0,3260,0,0,1494,54,682.46,1045,0,0,12.82,1,52.43,13.2,"5"
21296,0,2160,0,0,1827,24,2343.28,2160,0,0,10.17,1,246.5,21.2,"8"
31321,0,0,1,0,2192,1827,528.12,0,0,0,30.98,1,50.9,15,"1"
2499,6355,804,0,0,2192,28,369.25,804,0,1,19.11,2,31.32,10.35,"1"
11796,0,2052,0,0,2000,1635,1472.86,2052,0,0,12.24,1,86.73,11.5,"6"
8927,0,1010,0,0,2557,11,935.61,1010,0,0,22.18,1,104.66,15.01,"1"
8491,0,1034,0,0,1827,105,1254.46,1034,0,0,18.62,1,124.06,13.2,"8"
25011,0,0,1,0,2487,732,0,0,0,0,7.02,1,0,13.2,"5"
19415,0,4,0,0,1461,132,1946.99,4,0,0,56.24,1,219.08,41.6,"5"
2912,0,0,1,0,2192,52,437.29,0,0,0,20.54,1,34.94,10.392,"1"
6101,0,1161,0,0,1461,1103,864.9,1109,0,0,33,1,81.89,13.164,"8"
11142,0,706,0,0,1826,1463,1168.27,706,0,0,39.6,1,129.01,19.8,"3"
24605,0,2513,0,0,1461,38,2480.1,2513,0,0,12.18,1,313.29,19.5,"5"
4330,0,311,0,0,1095,732,464.64,311,0,0,49.32,1,50.31,19.745,"8"
7437,0,538,0,0,2557,2192,749.79,538,0,0,24.02,1,88.35,23.1,"5"
1704895,0,163893,0,0,1827,1462,1051.01,1577,0,0,16.62,1,107.68,14,"5"
503662,0,43155,0,0,1827,749,14599.06,13228,0,0,5.48,1,1061.82,33,"5"
12201,0,0,1,0,2557,43,1554.04,0,0,0,15.2,1,85.25,13.856,"1"
12689,0,0,1,0,2192,1828,544.48,0,0,0,31.16,1,53.18,15,"5"
5627,0,848,0,0,2192,754,593.18,848,0,0,21.98,1,53.75,15.1,"5"
107170,17474,9191,0,0,1461,1096,10131.3,9191,0,1,13.86,4,1041.25,36.95,"5"
15685,0,1717,0,0,1460,196,1609.28,1717,0,0,1.44,1,189.03,33,"6"
4792,0,0,1,0,1827,43,719.4,0,0,0,19.42,1,60,12.5,"5"
15981,0,0,1,0,2192,1833,2358.86,0,0,0,18.94,1,205.11,15,"1"
1788,0,315,0,0,1461,1097,267.63,315,0,0,17.62,1,27.51,12.5,"5"
32322,0,4119,0,0,2191,17,3232.27,4119,0,0,17.81,1,408.29,23.1,"6"
56582,55452,4501,0,0,1605,731,5565.24,4501,0,1,6.57,2,440.26,24,"8"
9771,0,947,0,0,1470,293,1852.12,947,28,0,45.12,1,172.87,15,"5"
80527,0,5331,0,0,1827,1462,8661.58,5331,0,0,6.64,1,774.6,39.5,"5"
10704,0,2079,0,0,1095,280,1596.65,2079,0,0,28.56,1,154.06,11.4,"5"
3291,0,0,1,0,1096,731,492.57,0,0,0,22.38,1,50.9,12.1,"5"
18564,74745,3567,0,0,2554,2191,844.63,1151,0,1,18.12,3,78.5,10.39,"1"
2310,843,0,1,1,1461,1096,349.15,0,0,1,28.24,2,35.71,13.2,"5"
2936,0,0,1,0,1095,6,356.54,0,0,0,153,1,196.61,10.392,"5"
52830,0,4185,0,1,2278,18,7603.39,4185,28,0,157.44,1,2450.54,45,"5"
5928,0,568,0,1,2556,2193,580.01,568,0,0,62.15,1,67.38,26.4,"5"
2014,7498,0,1,0,1461,1101,305.29,0,0,1,23.54,4,34.5,10.3,"5"
3762344,128275,62026,0,0,3378,39,4767.75,0,0,1,0,2,114.47,25.71,"1"
3060,0,0,1,0,1461,603,455.75,0,0,0,16.92,1,42.38,10.392,"3"
70324,0,4069,0,0,2922,4,6858.27,4069,0,0,26.56,1,615.56,29.7,"1"
11035,0,1322,0,0,2308,206,1123.12,1322,0,0,9.75,1,129.2,31.05,"6"
30637,5618,0,1,0,2557,2193,3177.73,0,0,1,11.04,2,387.32,33,"1"
73386,0,12121,0,0,1462,346,3695.5,5490,0,0,3.7,1,145.21,13.856,"3"
6692,0,2558,0,0,1095,292,976.18,2558,0,0,33.12,1,82.78,13.2,"8"
9141,0,1592,0,0,1664,566,419.22,523,0,0,29.5,1,30.9,13.856,"5"
5436,0,0,1,1,1461,51,816.33,0,0,0,37.56,1,85.43,15,"5"
2687,0,248,0,0,1461,46,265.77,248,0,0,19.5,1,34.64,17.321,"5"
17748,37632,1578,0,0,2557,38,728.93,645,0,1,37.44,2,80.72,15.001,"5"
405917,0,33331,0,0,2192,1830,681.2,3,0,0,59.79,1,99.39,33,"6"
44146,0,2575,0,0,2557,2192,560.41,562,0,0,37.68,1,63.81,24.15,"1"
5858,0,0,1,1,1461,269,885.31,0,0,0,27.6,1,92.86,11,"5"
6223,0,770,0,0,2557,2192,630.53,770,0,0,19.26,1,64.69,17.1,"1"
369,422,0,1,0,2192,1827,55.85,0,0,1,30.22,2,5.76,13.2,"1"
0,0,0,1,0,4018,3653,0,0,0,0,81.28,1,0,60,"5"
3136,0,0,1,0,1827,1462,468.88,0,0,0,12.82,1,44.08,13.2,"8"
10262,0,1953,0,0,2192,1829,953.6,1953,0,0,23.76,1,118.72,10.392,"3"
742,0,223,0,0,2557,666,71.56,223,0,0,21.09,1,5.15,10.392,"1"
1511,0,0,1,0,1228,368,287.17,0,22,0,34.51,1,112.77,10.39,"5"
27169,0,0,1,1,1461,380,2848.1,0,0,0,51.84,1,421,34.6,"5"
76309,0,0,1,0,2237,359,10952.92,0,0,0,17.45,1,784.91,13.856,"5"
543878,1455551,63993,0,0,2192,1827,1030.84,2321,0,1,14.77,2,110.2,16.5,"6"
1096,0,258,0,0,1461,1096,303.93,258,0,0,185.85,1,143.84,12.5,"8"
273212,0,15417,0,0,1461,1,3968.2,2739,0,0,24.18,1,486.74,20,"3"
2420,0,0,1,0,2192,1832,362.95,0,0,0,16.92,1,36,10.39,"5"
593702,0,55512,0,0,2192,1830,3926.46,4508,0,0,17.13,1,326.31,10.35,"6"
6935,0,0,1,0,1096,42165,1039.8,0,0,0,21.52,1,102.6,13.2,"5"
109968,0,8265,0,0,1495,735,10783.94,8265,0,0,7.26,1,685.02,50,"5"
916711,0,66423,0,0,2147,1785,4313.65,0,0,0,21.34,1,346.67,10.392,"1"
64629,0,0,1,0,1461,1101,5603.09,0,0,0,9.2,1,468.29,13.856,"6"
20798,120852,2347,0,0,1109,366,2043.98,2347,0,1,35.76,3,228.89,26.4,"5"
423601,0,85584,0,0,2192,1827,425.07,349,0,0,28.02,1,39.18,13.86,"5"
20451,48168,1388,0,0,2192,1827,2026.79,1388,0,1,8.2,3,252.27,17.1,"5"
8952,0,828,0,0,2557,62,574.13,370,0,0,31.32,1,60.3,12.5,"5"
34370,0,1803,0,0,4018,21,3437.82,1803,0,0,9.89,1,402.46,20.7,"1"
39802,0,6475,0,0,1986,306,2482.25,6193,0,0,31.2,1,285.56,13.856,"5"
4882,0,133,0,0,1096,732,739.2,133,0,0,34.27,1,75.64,15,"5"
26215,0,5451,0,0,2191,317,3871.52,5451,0,0,33.84,1,360.29,15,"1"
4172,0,0,1,0,1468,731,494.31,0,0,0,14.64,1,37.95,10.392,"3"
15771,0,0,1,0,2113,50,2309.84,0,0,0,2.8,1,185.14,10.392,"1"
153842,0,12761,0,0,1974,731,5570.66,4536,0,0,5.8,1,449.13,34.5,"1"
423601,0,85584,0,0,2190,1827,331.03,957,0,0,39.48,1,33.05,19.745,"5"
6707,0,0,1,0,2279,86,767.57,0,0,0,6.92,1,58.24,10.392,"1"
9525,0,255,0,0,2883,2519,0,255,0,0,27.66,1,51.45,22.17,"1"
43765,0,1965,0,1,1826,1462,3815.02,1965,0,0,0.78,1,505.98,30,"5"
55651,0,309,0,0,1151,369,5330.93,309,0,0,32.88,1,478.45,33,"5"
9080,0,0,1,0,1827,1463,769.16,0,0,0,22.52,1,77.67,13.856,"1"
358,0,0,1,0,1096,731,83.22,0,0,0,224.89,1,54.33,15,"5"
4875,0,989,0,0,1461,254,735.06,989,0,0,30,1,77.92,12,"8"
544,0,0,1,0,2192,1827,47.96,0,0,0,28.6,1,6.6,13.856,"5"
108464,0,9486,0,0,1460,1097,10788.78,9486,0,0,0.12,1,720.46,29.7,"6"
17410,0,3850,0,0,1461,34,979.02,1291,0,0,27.12,1,95.47,13.15,"5"
18351,0,1689,0,0,2922,2557,1752.48,1689,0,0,10.32,1,195.59,16.5,"5"
24688,0,0,1,1,979,151,3654.71,0,0,0,23.4,1,292.33,10.392,"6"
2619,0,0,1,0,2557,2193,389.3,0,0,0,14.53,1,35.3,15,"5"
40233,0,3155,0,0,1461,638,4093.67,3155,0,0,13.02,1,507.11,20.86,"5"
53841,0,0,1,0,2517,56,2279.79,0,25,0,27.12,1,65.42,13.2,"5"
15411,0,0,1,0,1461,1098,250.28,0,0,0,23.97,1,27.13,13,"5"
1750165,7679,144312,0,0,2192,1835,2592.23,0,0,1,15.08,2,338.56,10.35,"6"
3403,0,0,1,0,2192,61,507.04,0,0,0,21.78,1,51.23,13.2,"5"
1692,0,95,0,0,1827,20,253.64,95,0,0,19.2,1,43.73,10.392,"1"
65006,0,1081,0,0,1461,36,1354.28,1081,0,0,14.46,1,161.26,16.5,"5"
3995,0,0,1,1,1826,296,632.88,0,0,0,33.12,1,61.16,13.2,"5"
3330,0,0,1,0,1461,47,495.04,0,0,0,19.2,1,49.35,10.39,"5"
67662,0,0,1,0,1461,1096,6961.88,0,0,0,32.76,1,797.53,32.85,"5"
10147,0,1218,0,0,1461,52,934.18,942,0,0,13.35,1,78.47,13.8,"5"
19177,0,0,1,0,2557,16,1527.12,0,0,0,9.12,1,195.11,19,"5"
13259,18061,369,0,0,2557,2195,1469.93,0,0,1,16.66,2,128.41,13.2,"1"
2732,0,0,1,0,1827,1462,412.41,0,0,0,26.04,1,42.85,10.392,"5"
189078,95353,4787,0,1,1827,125,6974.55,4787,0,1,8.11,2,716.57,30,"5"
16596,0,1258,0,1,2316,731,430.17,235,0,0,27.28,1,40.55,13.15,"5"
30393,0,6868,0,0,2557,2193,3066.84,6868,0,1,14.46,2,312.33,23.1,"5"
7065,0,496,0,0,2208,292,681.78,0,0,0,37.56,1,69.94,15,"1"
7201,0,0,1,0,2192,55,1080.82,0,0,0,14.22,1,88.71,12.5,"5"
22884,27687,1944,0,0,2192,386,2307.71,1944,0,1,15.99,2,289.38,15.1,"3"
8816,8810,193,0,0,2229,1865,750.21,193,0,1,57.72,3,95.99,23.1,"5"
181340,0,124257,0,1,2192,32,547.83,0,0,0,16.14,1,43.13,10.392,"1"
28503,0,700,0,0,1883,285,2692.05,0,0,0,31.2,2,282.12,13.856,"3"
181340,0,124257,0,1,2192,32,354.18,0,0,0,20.54,1,28.09,10.392,"1"
55008,0,4631,0,1,2192,1827,3908.24,3284,0,0,13.44,1,457.93,21.5,"5"
44146,0,2575,0,0,2557,2192,345.57,0,0,0,28.02,1,32.8,13.856,"1"
7658,0,0,1,0,2557,52,223.47,0,0,0,21.64,1,18.03,10.39,"6"
92688,0,3332,0,0,1827,381,6460.5,3042,0,0,3.08,1,767.52,78.888,"5"
0,0,0,1,0,3105,2740,0,0,0,0,0.12,1,0,58,"1"
881406,0,118048,0,0,2378,2013,4823.79,5367,0,0,27.14,1,760.08,13.2,"6"
25658,0,0,1,0,3655,54,0,0,0,0,34.45,1,166.71,10.35,"1"
0,0,0,1,1,1827,1470,0,0,0,0,19.2,1,0,10.392,"5"
2968,0,317,0,0,2557,70,72.87,0,0,0,20.97,1,4.73,10.35,"1"
7097,0,1129,0,0,2191,305,1066.09,1129,0,0,33.12,1,111.82,13.2,"1"
2823,0,0,1,0,2557,2192,421.02,0,0,0,12.3,1,36.36,10.35,"1"
5290,0,619,0,0,2192,431,790.91,619,0,0,22.89,1,76.24,13.856,"5"
143607,0,20347,0,0,2192,1831,793.24,169,0,0,24.42,1,76.53,13.2,"6"
7119,0,943,0,0,1827,43,1062.95,943,0,0,17.16,1,92.34,15,"8"
215616,0,16453,0,0,2192,1827,4524.08,5320,0,0,31.21,1,562.34,23.1,"6"
1709,0,0,1,0,1461,52,252.47,0,0,0,14.64,1,24.83,10.39,"5"
786536,80583,85883,0,1,2192,1830,1834.68,0,0,1,29.76,2,156,13.2,"1"
5764,0,890,0,1,1827,65,867.87,890,0,0,26.04,1,93.26,10.392,"5"
12038,297719,1354,0,0,2436,2072,1742.79,1354,0,1,16.66,2,141.46,13.2,"1"
2121,0,0,1,0,2557,56,309.92,0,0,0,27.28,1,15.38,13.856,"1"
6000,2416,1300,0,0,1096,732,904.02,1300,0,1,23.76,3,82.36,10.392,"5"
4937,5103,0,1,0,2557,2196,736.79,0,0,1,21.52,2,68.57,13.2,"5"
2240,0,215,0,0,1461,1096,335.11,215,0,0,17.62,1,33.31,12.5,"5"
9634,0,3270,0,0,2192,1827,928.34,3270,0,0,22.95,1,93.77,13.856,"1"
3760,0,0,1,0,1461,50,565.44,0,0,0,22.96,1,60.86,13.15,"5"
94191,0,9039,0,1,2192,1827,201.73,123,0,0,26.04,1,19.81,10.392,"5"
11190,0,1793,0,0,1826,1462,1110.08,1793,0,0,34.56,1,115.48,17.3,"3"
5438,3856,496,0,0,2192,32,387.93,0,0,1,16.14,2,32.37,10.392,"1"
3083,0,0,1,0,1827,46,459.51,0,0,0,16.92,1,45.86,10.392,"8"
25269,0,2253,0,0,2192,1830,1206.1,1630,0,0,32.18,1,141.93,19.8,"5"
7536,0,0,1,0,2192,1827,1136.29,0,0,0,27.32,1,118.28,13.2,"1"
156543,0,12035,0,0,1096,42178,707.01,0,0,0,21.52,1,84.55,13.2,"5"
3550287,1401366,386468,0,0,1827,1462,1566.77,1666,0,1,3.3,2,206.1,17.25,"6"
120841,0,0,1,0,1827,1472,1626.66,0,0,0,0.12,1,76.24,13.85,"5"
13148,0,1518,0,0,1096,42178,1374.05,1518,0,0,23.73,1,144.37,16.5,"5"
7412,23880,0,1,0,1461,503,1124.19,0,0,1,17.67,2,135.75,13.856,"3"
